pasta,cod,descr,qtdCx,venda
3,3839,Produto X,12,35
3,3840,Produto Y,48,65
3,3841,Produto Z,12,88
3,3842,Produto AA,6,99
3,3843,Produto AB,24,105
3,3844,Produto AC,12,150
3,3845,Produto AD,48,250
3,3846,Produto AE,12,42
3,3847,Produto AF,6,56
3,3848,Produto AG,24,99
3,3849,Produto AH,12,88
3,3850,Produto AI,48,77
3,3851,Produto AJ,12,60
3,3852,Produto AK,6,320
3,3853,Produto AL,24,15
3,3854,Produto AM,12,48
3,3855,Produto AN,48,99
3,3856,Produto AO,12,650
4,3857,Produto AP,6,72
4,3858,Produto AQ,24,50
4,3859,Produto AR,12,10
4,3860,Produto AS,48,8
4,3861,Produto AT,12,9
4,3862,Produto AU,6,12
4,3863,Produto AV,24,24
4,3864,Produto AW,12,36
4,3865,Produto AX,48,48
4,3866,Produto D,48,99
4,3867,Produto E,12,50
4,3868,Produto F,24,100
4,3869,Produto G,6,150
4,3870,Produto H,12,111
4,3871,Produto I,24,223
4,3872,Produto J,48,333
4,3873,Produto K,12,665
4,3874,Produto L,6,540
4,3875,Produto M,24,200
4,3876,Produto N,12,250
4,3877,Produto O,48,35
4,3878,Produto P,12,65
4,3879,Produto Q,6,88
4,3880,Produto R,24,99
4,3881,Produto S,12,105
4,3882,Produto T,48,150
4,3883,Produto U,12,250
4,3884,Produto V,6,42
4,3885,Produto W,24,56
4,3886,Produto X,12,99
4,3887,Produto Y,48,88
4,3888,Produto Z,12,77
4,3889,Produto AA,6,60
4,3890,Produto AB,24,320
4,3891,Produto AC,12,15
4,3892,Produto AD,48,48
4,3893,Produto AE,12,99
4,3894,Produto AF,6,650
1,3895,Produto AG,24,72
1,3896,Produto AH,12,50
1,3897,Produto AI,48,10
1,3898,Produto AJ,12,8
1,3899,Produto AK,6,9
1,3900,Produto AL,24,12
1,3901,Produto AM,12,24
1,3902,Produto AN,48,36
1,3903,Produto AO,12,48
1,3904,Produto AP,6,99
1,3905,Produto AQ,24,50
1,3906,Produto AR,12,100
1,3907,Produto AS,48,150
1,3908,Produto AT,12,111
1,3909,Produto AU,6,223
1,3910,Produto AV,24,333
1,3911,Produto AW,12,665
1,3912,Produto AX,48,540
1,3913,Produto D,48,200
1,3914,Produto E,12,250
2,3915,Produto F,24,35
2,3916,Produto G,6,65
2,3917,Produto H,12,88
2,3918,Produto I,24,99
2,3919,Produto J,48,105
2,3920,Produto K,12,150
2,3921,Produto L,6,250
2,3922,Produto M,24,42
2,3923,Produto N,12,56
2,3924,Produto O,48,99
2,3925,Produto P,12,88
2,3926,Produto Q,6,77
2,3927,Produto R,24,60
2,3928,Produto S,12,320
2,3929,Produto T,48,15
2,3930,Produto U,12,48
2,3931,Produto V,6,99
2,3932,Produto W,24,650
2,3933,Produto X,12,72
2,3934,Produto Y,48,50
2,3935,Produto Z,12,10
2,3936,Produto AA,6,8
2,3937,Produto AB,24,9
3,3938,Produto AC,12,12
3,3939,Produto AD,48,24
3,3940,Produto AE,12,36
3,3941,Produto AF,6,48
3,3942,Produto AG,24,99
3,3943,Produto AH,12,50
3,3944,Produto AI,48,100
3,3945,Produto AJ,12,150
3,3946,Produto AK,6,111
3,3947,Produto AL,24,223
3,3948,Produto AM,12,333
3,3949,Produto AN,48,665
3,3950,Produto AO,12,540
3,3951,Produto AP,6,200
3,3952,Produto AQ,24,250
3,3953,Produto AR,12,35
3,3954,Produto AS,48,65
3,3955,Produto AT,12,88
3,3956,Produto AU,6,99
3,3957,Produto AV,24,105
3,3958,Produto AW,12,150
3,3959,Produto AX,48,250
3,3960,Produto D,48,42
3,3961,Produto E,12,56
3,3962,Produto F,24,99
3,3963,Produto G,6,88
3,3964,Produto H,12,77
3,3965,Produto I,24,60
3,3966,Produto J,48,320
3,3967,Produto K,12,15
3,3968,Produto L,6,48
3,3969,Produto M,24,99
3,3970,Produto N,12,650
3,3971,Produto O,48,72
3,3972,Produto P,12,50
3,3973,Produto Q,6,10
3,3974,Produto R,24,8
4,3975,Produto S,12,9
4,3976,Produto T,48,12
4,3977,Produto U,12,24
4,3978,Produto V,6,36
4,3979,Produto W,24,48
4,3980,Produto X,12,99
4,3981,Produto Y,48,50
4,3982,Produto Z,12,100
4,3983,Produto AA,6,150
4,3984,Produto AB,24,111
4,3985,Produto AC,12,223
4,3986,Produto AD,48,333
4,3987,Produto AE,12,665
4,3988,Produto AF,6,540
4,3989,Produto AG,24,200
4,3990,Produto AH,12,250
4,3991,Produto AI,48,35
4,3992,Produto AJ,12,65
4,3993,Produto AK,6,88
4,3994,Produto AL,24,99
4,3995,Produto AM,12,105
4,3996,Produto AN,48,150
4,3997,Produto AO,12,250
4,3998,Produto AP,6,42
4,3999,Produto AQ,24,56
4,4000,Produto AR,12,99
4,4001,Produto AS,48,88
4,4002,Produto AT,12,77
4,4003,Produto AU,6,60
4,4004,Produto AV,24,320
4,4005,Produto AW,12,15
4,4006,Produto AX,48,48
4,4007,Produto D,48,99
4,4008,Produto E,12,650
4,4009,Produto F,24,72
4,4010,Produto G,6,50
4,4011,Produto H,12,10
4,4012,Produto I,24,8
1,4013,Produto J,48,9
1,4014,Produto K,12,12
1,4015,Produto L,6,24
1,4016,Produto M,24,36
1,4017,Produto N,12,48
1,4018,Produto O,48,99
1,4019,Produto P,12,50
1,4020,Produto Q,6,100
1,4021,Produto R,24,150
1,4022,Produto S,12,111
1,4023,Produto T,48,223
1,4024,Produto U,12,333
1,4025,Produto V,6,665
1,4026,Produto W,24,540
1,4027,Produto X,12,200
1,4028,Produto Y,48,250
1,4029,Produto Z,12,35
1,4030,Produto AA,6,65
1,4031,Produto AB,24,88
1,4032,Produto AC,12,99
2,4033,Produto AD,48,105
2,4034,Produto AE,12,150
2,4035,Produto AF,6,250
2,4036,Produto AG,24,42
2,4037,Produto AH,12,56
2,4038,Produto AI,48,99
2,4039,Produto AJ,12,88
2,4040,Produto AK,6,77
2,4041,Produto AL,24,60
2,4042,Produto AM,12,320
2,4043,Produto AN,48,15
2,4044,Produto AO,12,48
2,4045,Produto AP,6,99
2,4046,Produto AQ,24,650
2,4047,Produto AR,12,72
2,4048,Produto AS,48,50
2,4049,Produto AT,12,10
2,4050,Produto AU,6,8
2,4051,Produto AV,24,9
2,4052,Produto AW,12,12
2,4053,Produto AX,48,24
2,4054,Produto D,48,36
2,4055,Produto E,12,48
3,4056,Produto F,24,99
3,4057,Produto G,6,50
3,4058,Produto H,12,100
3,4059,Produto I,24,150
3,4060,Produto J,48,111
3,4061,Produto K,12,223
3,4062,Produto L,6,333
3,4063,Produto M,24,665
3,4064,Produto N,12,540
3,4065,Produto O,48,200
3,4066,Produto P,12,250
3,4067,Produto Q,6,35
3,4068,Produto R,24,65
3,4069,Produto S,12,88
3,4070,Produto T,48,99
3,4071,Produto U,12,105
3,4072,Produto V,6,150
3,4073,Produto W,24,250
3,4074,Produto X,12,42
3,4075,Produto Y,48,56
3,4076,Produto Z,12,99
3,4077,Produto AA,6,88
3,4078,Produto AB,24,77
3,4079,Produto AC,12,60
3,4080,Produto AD,48,320
3,4081,Produto AE,12,15
3,4082,Produto AF,6,48
3,4083,Produto AG,24,99
3,4084,Produto AH,12,650
3,4085,Produto AI,48,72
3,4086,Produto AJ,12,50
3,4087,Produto AK,6,10
3,4088,Produto AL,24,8
3,4089,Produto AM,12,9
3,4090,Produto AN,48,12
3,4091,Produto AO,12,24
3,4092,Produto AP,6,36
4,4093,Produto AQ,24,48
4,4094,Produto AR,12,99
4,4095,Produto AS,48,50
4,4096,Produto AT,12,100
4,4097,Produto AU,6,150
4,4098,Produto AV,24,111
4,4099,Produto AW,12,223
4,4100,Produto AX,48,333
4,4101,Produto D,48,665
4,4102,Produto E,12,540
4,4103,Produto F,24,200
4,4104,Produto G,6,250
4,4105,Produto H,12,35
4,4106,Produto I,24,65
4,4107,Produto J,48,88
4,4108,Produto K,12,99
4,4109,Produto L,6,105
4,4110,Produto M,24,150
4,4111,Produto N,12,250
4,4112,Produto O,48,42
4,4113,Produto P,12,56
4,4114,Produto Q,6,99
4,4115,Produto R,24,88
4,4116,Produto S,12,77
4,4117,Produto T,48,60
4,4118,Produto U,12,320
4,4119,Produto V,6,15
4,4120,Produto W,24,48
4,4121,Produto X,12,99
4,4122,Produto Y,48,650
4,4123,Produto Z,12,72
4,4124,Produto AA,6,50
4,4125,Produto AB,24,10
4,4126,Produto AC,12,8
4,4127,Produto AD,48,9
4,4128,Produto AE,12,12
4,4129,Produto AF,6,24
4,4130,Produto AG,24,36
1,4131,Produto AH,12,48
1,4132,Produto AI,48,99
1,4133,Produto AJ,12,50
1,4134,Produto AK,6,100
1,4135,Produto AL,24,150
1,4136,Produto AM,12,111
1,4137,Produto AN,48,223
1,4138,Produto AO,12,333
1,4139,Produto AP,6,665
1,4140,Produto AQ,24,540
1,4141,Produto AR,12,200
1,4142,Produto AS,48,250
1,4143,Produto AT,12,35
1,4144,Produto AU,6,65
1,4145,Produto AV,24,88
1,4146,Produto AW,12,99
1,4147,Produto AX,48,105
1,4148,Produto D,48,150
1,4149,Produto E,12,250
1,4150,Produto F,24,42
2,4151,Produto G,6,56
2,4152,Produto H,12,99
2,4153,Produto I,24,88
2,4154,Produto J,48,77
2,4155,Produto K,12,60
2,4156,Produto L,6,320
2,4157,Produto M,24,15
2,4158,Produto N,12,48
2,4159,Produto O,48,99
2,4160,Produto P,12,650
2,4161,Produto Q,6,72
2,4162,Produto R,24,50
2,4163,Produto S,12,10
2,4164,Produto T,48,8
2,4165,Produto U,12,9
2,4166,Produto V,6,12
2,4167,Produto W,24,24
2,4168,Produto X,12,36
2,4169,Produto Y,48,48
2,4170,Produto Z,12,99
2,4171,Produto AA,6,50
2,4172,Produto AB,24,100
2,4173,Produto AC,12,150
3,4174,Produto AD,48,111
3,4175,Produto AE,12,223
3,4176,Produto AF,6,333
3,4177,Produto AG,24,665
3,4178,Produto AH,12,540
3,4179,Produto AI,48,200
3,4180,Produto AJ,12,250
3,4181,Produto AK,6,35
3,4182,Produto AL,24,65
3,4183,Produto AM,12,88
3,4184,Produto AN,48,99
3,4185,Produto AO,12,105
3,4186,Produto AP,6,150
3,4187,Produto AQ,24,250
3,4188,Produto AR,12,42
3,4189,Produto AS,48,56
3,4190,Produto AT,12,99
3,4191,Produto AU,6,88
3,4192,Produto AV,24,77
3,4193,Produto AW,12,60
3,4194,Produto AX,48,320
3,4195,Produto D,48,15
3,4196,Produto E,12,48
3,4197,Produto F,24,99
3,4198,Produto G,6,650
3,4199,Produto H,12,72
3,4200,Produto I,24,50
3,4201,Produto J,48,10
3,4202,Produto K,12,8
3,4203,Produto L,6,9
3,4204,Produto M,24,12
3,4205,Produto N,12,24
3,4206,Produto O,48,36
3,4207,Produto P,12,48
3,4208,Produto Q,6,99
3,4209,Produto R,24,50
3,4210,Produto S,12,100
4,4211,Produto T,48,150
4,4212,Produto U,12,111
4,4213,Produto V,6,223
4,4214,Produto W,24,333
4,4215,Produto X,12,665
4,4216,Produto Y,48,540
4,4217,Produto Z,12,200
4,4218,Produto AA,6,250
4,4219,Produto AB,24,35
4,4220,Produto AC,12,65
4,4221,Produto AD,48,88
4,4222,Produto AE,12,99
4,4223,Produto AF,6,105
4,4224,Produto AG,24,150
4,4225,Produto AH,12,250
4,4226,Produto AI,48,42
4,4227,Produto AJ,12,56
4,4228,Produto AK,6,99
4,4229,Produto AL,24,88
4,4230,Produto AM,12,77
4,4231,Produto AN,48,60
4,4232,Produto AO,12,320
4,4233,Produto AP,6,15
4,4234,Produto AQ,24,48
4,4235,Produto AR,12,99
4,4236,Produto AS,48,650
4,4237,Produto AT,12,72
4,4238,Produto AU,6,50
4,4239,Produto AV,24,10
4,4240,Produto AW,12,8
4,4241,Produto AX,48,9
4,4242,Produto A,12,12
4,4243,Produto B,24,24
4,4244,Produto C,6,36
4,4245,Produto D,48,48
4,4246,Produto E,12,99
4,4247,Produto F,24,50
4,4248,Produto G,6,100
1,4249,Produto H,12,150
1,4250,Produto I,24,111
1,4251,Produto J,48,223
1,4252,Produto K,12,333
1,4253,Produto L,6,665
1,4254,Produto M,24,540
1,4255,Produto N,12,200
1,4256,Produto O,48,250
1,4257,Produto P,12,35
1,4258,Produto Q,6,65
1,4259,Produto R,24,88
1,4260,Produto S,12,99
1,4261,Produto T,48,105
1,4262,Produto U,12,150
1,4263,Produto V,6,250
1,4264,Produto W,24,42
1,4265,Produto X,12,56
1,4266,Produto Y,48,99
1,4267,Produto Z,12,88
1,4268,Produto AA,6,77
2,4269,Produto AB,24,60
2,4270,Produto AC,12,320
2,4271,Produto AD,48,15
2,4272,Produto AE,12,48
2,4273,Produto AF,6,99
2,4274,Produto AG,24,650
2,4275,Produto AH,12,72
2,4276,Produto AI,48,50
2,4277,Produto AJ,12,10
2,4278,Produto AK,6,8
2,4279,Produto AL,24,9
2,4280,Produto AM,12,12
2,4281,Produto AN,48,24
2,4282,Produto AO,12,36
2,4283,Produto AP,6,48
2,4284,Produto AQ,24,99
2,4285,Produto AR,12,50
2,4286,Produto AS,48,100
2,4287,Produto AT,12,150
2,4288,Produto AU,6,111
2,4289,Produto AV,24,223
2,4290,Produto AW,12,333
2,4291,Produto AX,48,665
3,4292,Produto AY,12,540
3,4293,Produto AZ,6,200
3,4294,Produto BA,24,250
3,4295,Produto BB,12,35
3,4296,Produto BC,48,65
3,4297,Produto BD,12,88
3,4298,Produto BE,6,99
3,4299,Produto BF,24,105
3,4300,Produto BG,12,150
3,4301,Produto BH,48,250
3,4302,Produto BI,12,42
3,4303,Produto BJ,6,56
3,4304,Produto BK,24,99
3,4305,Produto BL,12,88
3,4306,Produto BM,48,77
3,4307,Produto BN,12,60
3,4308,Produto BO,6,320
3,4309,Produto BP,24,15
3,4310,Produto BQ,12,48
3,4311,Produto BR,48,99
3,4312,Produto BS,12,650
3,4313,Produto BT,6,72
3,4314,Produto BU,24,50
3,4315,Produto BV,12,10
3,4316,Produto BW,48,8
3,4317,Produto BX,12,9
3,4318,Produto BY,6,12
3,4319,Produto BZ,24,24
3,4320,Produto CA,12,36
3,4321,Produto CB,48,48
3,4322,Produto CC,12,99
3,4323,Produto CD,6,50
3,4324,Produto CE,24,100
3,4325,Produto CF,12,150
3,4326,Produto CG,48,111
3,4327,Produto CH,12,223
3,4328,Produto CI,6,333
4,4329,Produto CJ,24,665
4,4330,Produto CK,12,540
4,4331,Produto CL,48,200
4,4332,Produto CM,12,250
4,4333,Produto CN,6,35
4,4334,Produto CO,24,65
4,4335,Produto CP,12,88
4,4336,Produto CQ,48,99
4,4337,Produto CR,12,105
4,4338,Produto CS,6,150
4,4339,Produto CT,24,250
4,4340,Produto CU,12,42
4,4341,Produto CV,48,56
4,4342,Produto A,12,99
4,4343,Produto B,24,88
4,4344,Produto C,6,77
4,4345,Produto D,48,60
4,4346,Produto E,12,320
4,4347,Produto F,24,15
4,4348,Produto G,6,48
4,4349,Produto H,12,99
4,4350,Produto I,24,650
4,4351,Produto J,48,72
4,4352,Produto K,12,50
4,4353,Produto L,6,10
4,4354,Produto M,24,8
4,4355,Produto N,12,9
4,4356,Produto O,48,12
4,4357,Produto P,12,24
4,4358,Produto Q,6,36
4,4359,Produto R,24,48
4,4360,Produto S,12,99
4,4361,Produto T,48,50
4,4362,Produto U,12,100
4,4363,Produto V,6,150
4,4364,Produto W,24,111
4,4365,Produto X,12,223
4,4366,Produto Y,48,333
1,4367,Produto Z,12,665
1,4368,Produto AA,6,540
1,4369,Produto AB,24,200
1,4370,Produto AC,12,250
1,4371,Produto AD,48,35
1,4372,Produto AE,12,65
1,4373,Produto AF,6,88
1,4374,Produto AG,24,99
1,4375,Produto AH,12,105
1,4376,Produto AI,48,150
1,4377,Produto AJ,12,250
1,4378,Produto AK,6,42
1,4379,Produto AL,24,56
1,4380,Produto AM,12,99
1,4381,Produto AN,48,88
1,4382,Produto AO,12,77
1,4383,Produto AP,6,60
1,4384,Produto AQ,24,320
1,4385,Produto AR,12,15
1,4386,Produto AS,48,48
2,4387,Produto AT,12,99
2,4388,Produto AU,6,650
2,4389,Produto AV,24,72
2,4390,Produto AW,12,50
2,4391,Produto AX,48,10
2,4392,Produto AY,12,8
2,4393,Produto AZ,6,9
2,4394,Produto BA,24,12
2,4395,Produto BB,12,24
2,4396,Produto BC,48,36
2,4397,Produto BD,12,48
2,4398,Produto BE,6,99
2,4399,Produto BF,24,50
2,4400,Produto BG,12,100
2,4401,Produto BH,48,150
2,4402,Produto BI,12,111
2,4403,Produto BJ,6,223
2,4404,Produto BK,24,333
2,4405,Produto BL,12,665
2,4406,Produto BM,48,540
2,4407,Produto BN,12,200
2,4408,Produto BO,6,250
2,4409,Produto BP,24,35
3,4410,Produto BQ,12,65
3,4411,Produto BR,48,88
3,4412,Produto BS,12,99
3,4413,Produto BT,6,105
3,4414,Produto BU,24,150
3,4415,Produto BV,12,250
3,4416,Produto BW,48,42
3,4417,Produto BX,12,56
3,4418,Produto BY,6,99
3,4419,Produto BZ,24,88
3,4420,Produto CA,12,77
3,4421,Produto CB,48,60
3,4422,Produto CC,12,320
3,4423,Produto CD,6,15
3,4424,Produto CE,24,48
3,4425,Produto CF,12,99
3,4426,Produto CG,48,650
3,4427,Produto CH,12,72
3,4428,Produto CI,6,50
3,4429,Produto CJ,24,10
3,4430,Produto CK,12,8
3,4431,Produto CL,48,9
3,4432,Produto CM,12,12
3,4433,Produto CN,6,24
3,4434,Produto CO,24,36
3,4435,Produto CP,12,48
3,4436,Produto CQ,48,99
3,4437,Produto CR,12,50
3,4438,Produto CS,6,100
3,4439,Produto CT,24,150
3,4440,Produto CU,12,111
3,4441,Produto CV,48,223
3,4442,Produto CH,12,333
3,4443,Produto CI,6,665
3,4444,Produto CJ,24,540
3,4445,Produto CK,12,200
3,4446,Produto CL,48,250
4,4447,Produto CM,12,35
4,4448,Produto CN,6,65
4,4449,Produto CO,24,88
4,4450,Produto CP,12,99
4,4451,Produto CQ,48,105
4,4452,Produto CR,12,150
4,4453,Produto CS,6,250
4,4454,Produto CT,24,42
4,4455,Produto CU,12,56
4,4456,Produto CV,48,99
4,4457,Produto AH,12,88
4,4458,Produto AI,48,77
4,4459,Produto AJ,12,60
4,4460,Produto AK,6,320
4,4461,Produto AL,24,15
4,4462,Produto AM,12,48
4,4463,Produto AN,48,99
4,4464,Produto AO,12,650
4,4465,Produto AP,6,72
4,4466,Produto AQ,24,50
4,4467,Produto AR,12,10
4,4468,Produto AS,48,8
4,4469,Produto AT,12,9
4,4470,Produto AU,6,12
4,4471,Produto AV,24,24
4,4472,Produto AW,12,36
4,4473,Produto AX,48,48
4,4474,Produto AY,12,99
4,4475,Produto AZ,6,50
4,4476,Produto BA,24,100
4,4477,Produto BB,12,150
4,4478,Produto BC,48,111
4,4479,Produto A,12,223
4,4480,Produto B,24,333
4,4481,Produto C,6,665
4,4482,Produto D,48,540
4,4483,Produto E,12,200
4,4484,Produto F,24,250
1,4485,Produto G,6,35
1,4486,Produto H,12,65
1,4487,Produto I,24,88
1,4488,Produto J,48,99
1,4489,Produto K,12,105
1,4490,Produto L,6,150
1,4491,Produto M,24,250
1,4492,Produto N,12,42
1,4493,Produto O,48,56
1,4494,Produto P,12,99
1,4495,Produto Q,6,88
1,4496,Produto R,24,77
1,4497,Produto S,12,60
1,4498,Produto T,48,320
1,4499,Produto U,12,15
1,4500,Produto V,6,48
1,4501,Produto W,24,99
1,4502,Produto X,12,650
1,4503,Produto Y,48,72
1,4504,Produto Z,12,50
2,4505,Produto AA,6,10
2,4506,Produto AB,24,8
2,4507,Produto AC,12,9
2,4508,Produto AD,48,12
2,4509,Produto AE,12,24
2,4510,Produto AF,6,36
2,4511,Produto AG,24,48
2,4512,Produto AH,12,99
2,4513,Produto AI,48,50
2,4514,Produto AJ,12,100
2,4515,Produto AK,6,150
2,4516,Produto AL,24,111
2,4517,Produto AM,12,223
2,4518,Produto AN,48,333
2,4519,Produto AO,12,665
2,4520,Produto AP,6,540
2,4521,Produto AQ,24,200
2,4522,Produto AR,12,250
2,4523,Produto AS,48,35
2,4524,Produto AT,12,65
2,4525,Produto AU,6,88
2,4526,Produto AV,24,99
2,4527,Produto AW,12,105
3,4528,Produto AX,48,150
3,4529,Produto AY,12,250
3,4530,Produto AZ,6,42
3,4531,Produto BA,24,56
3,4532,Produto BB,12,99
3,4533,Produto BC,48,88
3,4534,Produto BD,12,77
3,4535,Produto BE,6,60
3,4536,Produto BF,24,320
3,4537,Produto BG,12,15
3,4538,Produto BH,48,48
3,4539,Produto BI,12,99
3,4540,Produto BJ,6,650
3,4541,Produto BK,24,72
3,4542,Produto BL,12,50
3,4543,Produto BM,48,10
3,4544,Produto BN,12,8
3,4545,Produto BO,6,9
3,4546,Produto BP,24,12
3,4547,Produto BQ,12,24
3,4548,Produto BR,48,36
3,4549,Produto BS,12,48
3,4550,Produto BT,6,99
3,4551,Produto BU,24,50
3,4552,Produto BV,12,100
3,4553,Produto BW,48,150
3,4554,Produto BX,12,111
3,4555,Produto BY,6,223
3,4556,Produto BZ,24,333
3,4557,Produto CA,12,665
3,4558,Produto CB,48,540
3,4559,Produto CC,12,200
3,4560,Produto CD,6,250
3,4561,Produto CE,24,35
3,4562,Produto CF,12,65
3,4563,Produto CG,48,88
3,4564,Produto CH,12,99
4,4565,Produto CI,6,105
4,4566,Produto CJ,24,150
4,4567,Produto CK,12,250
4,4568,Produto CL,48,42
4,4569,Produto CM,12,56
4,4570,Produto CN,6,99
4,4571,Produto CO,24,88
4,4572,Produto CP,12,77
4,4573,Produto CQ,48,60
4,4574,Produto CR,12,320
4,4575,Produto CS,6,15
4,4576,Produto CT,24,48
4,4577,Produto CU,12,99
4,4578,Produto CV,48,650
4,4579,Produto A,12,72
4,4580,Produto B,24,50
4,4581,Produto C,6,10
4,4582,Produto D,48,8
4,4583,Produto E,12,9
4,4584,Produto F,24,12
4,4585,Produto G,6,24
4,4586,Produto H,12,36
4,4587,Produto I,24,48
4,4588,Produto J,48,99
4,4589,Produto K,12,50
4,4590,Produto L,6,100
4,4591,Produto M,24,150
4,4592,Produto N,12,111
4,4593,Produto O,48,223
4,4594,Produto P,12,333
4,4595,Produto Q,6,665
4,4596,Produto R,24,540
4,4597,Produto S,12,200
4,4598,Produto T,48,250
4,4599,Produto U,12,35
4,4600,Produto V,6,65
4,4601,Produto W,24,88
4,4602,Produto X,12,99
1,4603,Produto Y,48,105
1,4604,Produto Z,12,150
1,4605,Produto AA,6,250
1,4606,Produto AB,24,42
1,4607,Produto AC,12,56
1,4608,Produto AD,48,99
1,4609,Produto AE,12,88
1,4610,Produto AF,6,77
1,4611,Produto AG,24,60
1,4612,Produto AH,12,320
1,4613,Produto AI,48,15
1,4614,Produto AJ,12,48
1,4615,Produto AK,6,99
1,4616,Produto AL,24,650
1,4617,Produto AM,12,72
1,4618,Produto AN,48,50
1,4619,Produto AO,12,10
1,4620,Produto AP,6,8
1,4621,Produto AQ,24,9
1,4622,Produto AR,12,12
2,4623,Produto AS,48,24
2,4624,Produto AT,12,36
2,4625,Produto AU,6,48
2,4626,Produto AV,24,99
2,4627,Produto AW,12,50
2,4628,Produto AX,48,100
2,4629,Produto AY,12,150
2,4630,Produto AZ,6,111
2,4631,Produto BA,24,223
2,4632,Produto BB,12,333
2,4633,Produto BC,48,665
2,4634,Produto BD,12,540
2,4635,Produto BE,6,200
2,4636,Produto BF,24,250
2,4637,Produto BG,12,35
2,4638,Produto BH,48,65
2,4639,Produto BI,12,88
2,4640,Produto BJ,6,99
2,4641,Produto BK,24,105
2,4642,Produto BL,12,150
2,4643,Produto BM,48,250
2,4644,Produto BN,12,42
2,4645,Produto BO,6,56
3,4646,Produto BP,24,99
3,4647,Produto BQ,12,88
3,4648,Produto BR,48,77
3,4649,Produto BS,12,60
3,4650,Produto BT,6,320
3,4651,Produto BU,24,15
3,4652,Produto BV,12,48
3,4653,Produto BW,48,99
3,4654,Produto BX,12,650
3,4655,Produto BY,6,72
3,4656,Produto BZ,24,50
3,4657,Produto CA,12,10
3,4658,Produto CB,48,8
3,4659,Produto CC,12,9
3,4660,Produto CD,6,12
3,4661,Produto CE,24,24
3,4662,Produto CF,12,36
3,4663,Produto CG,48,48
3,4664,Produto CH,12,99
3,4665,Produto CI,6,50
3,4666,Produto CJ,24,100
3,4667,Produto CK,12,150
3,4668,Produto CL,48,111
3,4669,Produto CM,12,223
3,4670,Produto CN,6,333
3,4671,Produto CO,24,665
3,4672,Produto CP,12,540
3,4673,Produto CQ,48,200
3,4674,Produto CR,12,250
3,4675,Produto CS,6,35
3,4676,Produto CT,24,65
3,4677,Produto CU,12,88
3,4678,Produto CV,48,99
3,4679,Produto CH,12,105
3,4680,Produto CI,6,150
3,4681,Produto CJ,24,250
3,4682,Produto CK,12,42
4,4683,Produto CL,48,56
4,4684,Produto CM,12,99
4,4685,Produto CN,6,88
4,4686,Produto CO,24,77
4,4687,Produto CP,12,60
4,4688,Produto CQ,48,320
4,4689,Produto CR,12,15
4,4690,Produto CS,6,48
4,4691,Produto CT,24,99
4,4692,Produto CU,12,650
4,4693,Produto CV,48,72
4,4694,Produto AH,12,50
4,4695,Produto AI,48,10
4,4696,Produto AJ,12,8
4,4697,Produto AK,6,9
4,4698,Produto AL,24,12
4,4699,Produto AM,12,24
4,4700,Produto AN,48,36
4,4701,Produto AO,12,48
4,4702,Produto AP,6,99
4,4703,Produto AQ,24,50
4,4704,Produto AR,12,100
4,4705,Produto AS,48,150
4,4706,Produto AT,12,111
4,4707,Produto AU,6,223
4,4708,Produto AV,24,333
4,4709,Produto AW,12,665
4,4710,Produto AX,48,540
4,4711,Produto AY,12,200
4,4712,Produto AZ,6,250
4,4713,Produto BA,24,35
4,4714,Produto BB,12,65
4,4715,Produto BC,48,88
4,4716,Produto A,12,99
4,4717,Produto B,24,105
4,4718,Produto C,6,150
4,4719,Produto D,48,250
4,4720,Produto E,12,42
1,4721,Produto F,24,56
1,4722,Produto G,6,99
1,4723,Produto H,12,88
1,4724,Produto I,24,77
1,4725,Produto J,48,60
1,4726,Produto K,12,320
1,4727,Produto L,6,15
1,4728,Produto M,24,48
1,4729,Produto N,12,99
1,4730,Produto O,48,650
1,4731,Produto P,12,72
1,4732,Produto Q,6,50
1,4733,Produto R,24,10
1,4734,Produto S,12,8
1,4735,Produto T,48,9
1,4736,Produto U,12,12
1,4737,Produto V,6,24
1,4738,Produto W,24,36
1,4739,Produto X,12,48
1,4740,Produto Y,48,99
2,4741,Produto Z,12,50
2,4742,Produto AA,6,100
2,4743,Produto AB,24,150
2,4744,Produto AC,12,111
2,4745,Produto AD,48,223
2,4746,Produto AE,12,333
2,4747,Produto AF,6,665
2,4748,Produto AG,24,540
2,4749,Produto AH,12,200
2,4750,Produto AI,48,250
2,4751,Produto AJ,12,35
2,4752,Produto AK,6,65
2,4753,Produto AL,24,88
2,4754,Produto AM,12,99
2,4755,Produto AN,48,105
2,4756,Produto AO,12,150
2,4757,Produto AP,6,250
2,4758,Produto AQ,24,42
2,4759,Produto AR,12,56
2,4760,Produto AS,48,99
2,4761,Produto AT,12,88
2,4762,Produto AU,6,77
2,4763,Produto AV,24,60
3,4764,Produto AW,12,320
3,4765,Produto AX,48,15
3,4766,Produto AY,12,48
3,4767,Produto AZ,6,99
3,4768,Produto BA,24,650
3,4769,Produto BB,12,72
3,4770,Produto BC,48,50
3,4771,Produto BD,12,10
3,4772,Produto BE,6,8
3,4773,Produto BF,24,9
3,4774,Produto BG,12,12
3,4775,Produto BH,48,24
3,4776,Produto BI,12,36
3,4777,Produto BJ,6,48
3,4778,Produto BK,24,99
3,4779,Produto BL,12,50
3,4780,Produto BM,48,100
3,4781,Produto BN,12,150
3,4782,Produto BO,6,111
3,4783,Produto BP,24,223
3,4784,Produto BQ,12,333
